datetime,Carga [TSS/d],Solidos a quemado [%],Temperatura LN a boquillas [°C],Primario,Secundario,Secundario Alto,Terciario,Cuaternario,Control APC Flujo aire a anillo cuaternario,Aire de combustión/ carga de licor [Nm3/kg DS],Temperatura de gases de salida [°C],gen_vap_licor [ton/kg DS],Temperatura de salida vapor [°C],Atemperacion [°C],Soiling_rate_point,Diff_Press_SC [kPa],Diff_Press_BG [kPa],Diff_Press_ECO1 [kPa],Diff_Press_ECO2 [kPa],heat_coef_SH1 [kJ/m2C],heat_coef_SH2 [kJ/m2C],heat_coef_SH3 [kJ/m2C],heat_coef_SH4 [kJ/m2C],reduction_ins [%],alcali_lv_ins [g/L],sulfidez_ins [%],reduction_lab [%],alcali_lv_lab [g/L],sulfidez_lab [%],NOx [mg/Nm³],Material particulado [mg/Nm³],SO2 [mg/Nm³],TRS [mg/Nm³],O2_cont_left [%],O2_cont_center [%],O2_cont_right [%],CO_cont_left_wall [%],CO_cont_center [%],CO_cont_right_wall [%]
2025-02-01 01:40:00,5116.57470703125,79.82955932617188,140.7991180419922,0.23869483901145805,0.2780859810821967,0.26342656198805786,0.127989413397592,0.09180320452069539,7.0,3.4043066571903413,136.1989631652832,-0.018952757120132446,361.94073486328125,260.8452033996582,-42188.41717265855,-0.10593797266483307,0.31812384724617004,0.771414577960968,0.6177589297294617,0.7826975584030151,1.1954543590545654,0.5811102986335754,21.852018356323242,91.34907531738281,163.28228759765625,25.088375091552734,89.12999725341797,164.8000030517578,27.680288314819336,245.8306427001953,1.2374171018600464,0.0,0.5549244284629822,3.6111032962799072,4.5574750900268555,5.201416015625,4.211490154266357,14.254979133605957,94.32981872558594
2025-02-01 01:50:00,5104.4287109375,79.81430053710938,140.81863403320312,0.23847629161797723,0.2762388657538119,0.2614145469206272,0.13373463773545574,0.09013565797212791,7.0,3.440332373322033,136.1883430480957,-0.03381667658686638,361.8797302246094,281.3399238586426,-42586.998594622906,-0.09097793884575367,0.3044452369213104,0.7585354298353195,0.6271632313728333,0.7783482670783997,1.1965625286102295,0.5559716820716858,21.139503479003906,94.26054382324219,166.44400024414062,25.67432975769043,89.12999725341797,164.8000030517578,27.680288314819336,214.42724609375,0.9953252077102661,0.0,0.5343438982963562,4.11434268951416,4.633620262145996,4.571110248565674,14.503975868225098,404.0852966308594,4084.844970703125
2025-02-01 02:00:00,4992.7041015625,79.81114196777344,140.8154296875,0.23966869864458737,0.28010285427800113,0.26721979274682794,0.13424900897173328,0.0787596453588503,7.0,3.425476345708748,136.15158462524414,0.037651900202035904,359.58123779296875,287.2816047668457,-40922.69945690639,-0.10956240445375443,0.312024861574173,0.7697291970252991,0.6182129681110382,0.7789091467857361,1.2048463821411133,0.5890447497367859,20.24732780456543,94.26054382324219,166.44400024414062,25.67432975769043,89.12999725341797,164.8000030517578,27.680288314819336,236.6449737548828,0.9280422329902649,0.0,0.5830467939376831,3.683783769607544,4.6481475830078125,5.617080211639404,4.211490154266357,3.2959487438201904,4.843607425689697
2025-02-01 02:10:00,4947.6435546875,79.83927154541016,140.73292541503906,0.24252634040492174,0.2818387499313109,0.26692671799298223,0.1367337803386222,0.07197441133216291,7.0,3.453742807744454,136.07690811157227,-0.03595071658492088,363.9469299316406,277.3539619445801,-41818.74968365721,-0.08621137961745262,0.29302699863910675,0.7506165951490402,0.585294783115387,0.7801995277404785,1.193578839302063,0.6011466383934021,21.249380111694336,94.73358154296875,169.642333984375,26.608196258544922,89.12999725341797,164.8000030517578,27.680288314819336,219.03289794921875,1.2477914094924927,0.0,0.5303713083267212,4.295834541320801,4.839077949523926,4.931036472320557,4.211490154266357,11.522734642028809,44.757896423339844
2025-02-01 02:20:00,4960.10595703125,79.8601303100586,140.6873779296875,0.2419557659127074,0.2809329664875061,0.2688395879244569,0.13627182385374237,0.07199985582158727,7.0,3.449184337935778,135.9345817565918,-0.06837039440870285,365.4291687011719,251.44667434692383,-40446.360429310254,-0.1623120829463005,0.32106533646583557,0.7522416114807129,0.5733711421489716,0.7976283431053162,1.1635383367538452,0.6168258190155029,22.3419132232666,94.73358154296875,169.642333984375,26.608196258544922,89.12999725341797,164.8000030517578,27.680288314819336,218.49099731445312,0.5374966859817505,0.0,0.5066543817520142,4.329023838043213,4.791102886199951,4.923556327819824,5.059262275695801,129.40782165527344,1080.0926513671875
2025-02-01 02:30:00,4943.63427734375,79.8903579711914,140.78173828125,0.2419272406926971,0.28098729326877403,0.2657600866897377,0.13625587405797426,0.07506950529081685,7.0,3.464304271083108,135.76103973388672,0.009194071404635906,365.7221374511719,292.8341255187988,-42895.049448827274,-0.06417233031243086,0.30833661556243896,0.7809400260448456,0.6159988045692444,0.7898222804069519,1.2344366312026978,0.566457986831665,21.938283920288086,91.23005676269531,169.691162109375,23.953086853027344,89.12999725341797,164.8000030517578,27.680288314819336,210.50074768066406,1.255092978477478,0.0,0.5012727379798889,4.446582317352295,4.915957450866699,4.919778347015381,4.211490154266357,123.51583862304688,1973.953369140625
2025-02-01 02:40:00,4932.00537109375,79.90005493164062,140.81431579589844,0.241226456612543,0.28122952892612435,0.267594025564934,0.1362121089934549,0.07373787990294377,7.0,3.484771926398117,135.52986907958984,-0.050723571330308914,366.19476318359375,289.9055366516113,-43539.646745631224,-0.07230031676590443,0.2857081741094589,0.7389826029539108,0.5910967886447906,0.7920158505439758,1.1980868577957153,0.580759584903717,22.82774543762207,91.23005676269531,169.691162109375,23.953086853027344,89.12999725341797,164.8000030517578,27.680288314819336,202.7004852294922,1.9055984020233154,0.0,0.46769315004348755,4.405849456787109,4.976783275604248,5.162916660308838,4.211490154266357,3.2959487438201904,9.642119407653809
2025-02-01 02:50:00,4956.57763671875,79.92991638183594,140.84149169921875,0.24124908103129838,0.28116459912277036,0.26655664582457783,0.1355090751391718,0.0755205988821816,7.0,3.4714120805578053,135.27527618408203,-0.04334884509444237,365.5310974121094,288.1719551086426,-42832.520441088534,-0.16989919543266296,0.28510652482509613,0.7472364008426666,0.6069205403327942,0.7683037519454956,1.2163774967193604,0.5468608736991882,22.676345825195312,94.23002624511719,166.68203735351562,25.3996639251709,89.12999725341797,164.8000030517578,27.680288314819336,209.84597778320312,0.3995491862297058,0.0,0.4756384491920471,4.477692604064941,5.006049156188965,5.119769096374512,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 03:00:00,4947.86376953125,79.91769409179688,140.89785766601562,0.2429587151032011,0.28184935480303186,0.2675540469526818,0.13623658571592662,0.07140129742515865,7.0,3.438997678429128,135.05798721313477,-0.01663816161453724,366.10064697265625,277.8276557922363,-43065.64161279356,-0.12413695082068443,0.31109465658664703,0.765298455953598,0.5934291929006577,0.7965372204780579,1.1832349300384521,0.5932374000549316,22.692462921142578,94.23002624511719,166.68203735351562,25.3996639251709,89.12999725341797,164.8000030517578,27.680288314819336,210.9187774658203,0.37505003809928894,0.0,0.5170679092407227,4.591009140014648,5.047155857086182,5.162332057952881,4.211490154266357,8.422980308532715,44.46516799926758
2025-02-01 03:10:00,4941.0234375,79.95346069335938,140.8848876953125,0.2425430189212607,0.2815266587619992,0.2638545246869585,0.13675590068882654,0.075319896940955,7.0,3.460046016657812,134.83863067626953,-0.03579330816864967,366.6101989746094,287.74980545043945,-43543.29638876545,-0.06371662206947803,0.28989550471305847,0.7473379969596863,0.5998156070709229,0.780315101146698,1.2005630731582642,0.5771029591560364,22.46665382385254,94.31242370605469,161.493896484375,26.51664161682129,89.12999725341797,164.8000030517578,27.680288314819336,211.43704223632812,0.7347356677055359,0.0,0.5007981657981873,4.405172348022461,4.999213218688965,5.313296794891357,4.211490154266357,3.2959487438201904,7.337240695953369
2025-02-01 03:20:00,4929.3271484375,79.9478988647461,140.86097717285156,0.24249122946886845,0.2825238662004745,0.2679216702178847,0.136821544068445,0.07024169004432741,7.0,3.4536256637024385,134.73334503173828,-0.018379759043455124,364.3818054199219,281.5482368469238,-43022.73814726858,-0.06909594126045704,0.2874438017606735,0.7409022152423859,0.5929978489875793,0.7933161854743958,1.2066402435302734,0.564212441444397,21.727039337158203,94.31242370605469,161.493896484375,26.51664161682129,89.12999725341797,164.8000030517578,27.680288314819336,208.42430114746094,0.5375837683677673,0.0,0.49195316433906555,4.224876880645752,4.90231466293335,5.509715557098389,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 03:30:00,4964.7119140625,79.98226928710938,140.98684692382812,0.24197901453102252,0.2807668550246779,0.2676901293119677,0.13570055754222607,0.07386344359010587,7.0,3.46087689496574,134.78068923950195,0.011986155062913895,365.7221374511719,244.27852249145508,-41312.527665416244,-0.061053055338561535,0.3197071999311447,0.7611343711614609,0.5664727240800858,0.787445604801178,1.1519140005111694,0.6229993104934692,22.724960327148438,94.51384735107422,162.72073364257812,26.760787963867188,89.12999725341797,164.8000030517578,27.680288314819336,216.4462127685547,0.393981397151947,0.0,0.535587728023529,4.086491584777832,4.751607418060303,5.298542499542236,2.4067726135253906,6.208340644836426,29.548995971679688
2025-02-01 03:40:00,4945.41162109375,80.04324340820312,140.95321655273438,0.2425269865329382,0.2815624967606782,0.26523174565201946,0.13596212448054038,0.07471664657382385,7.0,3.4605994709772308,134.81230926513672,-0.024278871715068817,359.121337890625,290.9377021789551,-44006.64804257353,-0.11119315400719643,0.31750527024269104,0.7615416496992111,0.5964173376560211,0.795805811882019,1.2057709693908691,0.581386923789978,20.267122268676758,94.18122100830078,163.43325805664062,25.22265625,89.12999725341797,164.8000030517578,27.680288314819336,217.83627319335938,0.5374428033828735,0.0,0.5442982912063599,3.680455207824707,4.767283916473389,6.035092353820801,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 03:50:00,4964.31494140625,80.08462524414062,140.94346618652344,0.24102996692244294,0.28264684959040004,0.2682898571070062,0.13576954384207726,0.07226378253807357,7.0,3.4542949229348485,134.9553680419922,-0.008088010363280773,354.9429931640625,285.7119331359863,-42062.2546027898,-0.09171612188220024,0.3027186840772629,0.7536134272813797,0.5798070281744003,0.7821853756904602,1.1778173446655273,0.5711874961853027,19.463829040527344,93.95536041259766,163.9170684814453,25.22265625,89.12999725341797,164.8000030517578,27.680288314819336,225.38381958007812,0.8360617160797119,0.0,0.6231644749641418,3.6610987186431885,4.666445255279541,5.876272201538086,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 04:00:00,4964.69921875,80.11337280273438,141.11158752441406,0.24158576409931157,0.28170231022318376,0.2670342500817098,0.13717351182952295,0.07250416376627197,7.0,3.443244433551567,135.10454940795898,0.006488948594778776,355.11102294921875,286.3185920715332,-41709.49677021181,-0.013641915749758482,0.2770078033208847,0.742487370967865,0.6034806072711945,0.7811316847801208,1.201797366142273,0.5485420823097229,18.29439353942871,94.31547546386719,167.8783721923828,25.4179744720459,89.12999725341797,164.8000030517578,27.680288314819336,223.28428649902344,0.8236506581306458,0.0,0.6180852055549622,3.4581310749053955,4.654664516448975,6.020572662353516,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 04:10:00,4947.40625,80.1500244140625,141.0791015625,0.2429787373025778,0.2816179022669729,0.2683787507254877,0.13593669835499786,0.07108791134996369,7.0,3.437912015775707,135.18716430664062,-0.034014277160167694,353.5454406738281,285.7866401672363,-40651.52931771411,-0.15535622835159302,0.2908041775226593,0.759905219078064,0.5974241495132446,0.7896089553833008,1.1947463750839233,0.5635467171669006,18.093624114990234,94.31547546386719,167.8783721923828,25.4179744720459,89.12999725341797,164.8000030517578,27.680288314819336,227.1980743408203,0.6114466190338135,0.0,0.5944579243659973,3.625227212905884,4.690845012664795,5.9647722244262695,4.211490154266357,3.2959487438201904,2.1057450771331787
2025-02-01 04:20:00,4961.46435546875,80.22570037841797,141.0606231689453,0.24132964977594756,0.28214297062895416,0.2672890111850739,0.1362716039401292,0.07296676446989518,7.0,3.4410666475479625,135.15185928344727,-0.039818454533815384,353.9604797363281,290.21770095825195,-43709.996217347354,-0.08895663358271122,0.2955019921064377,0.7372370064258575,0.5639362335205078,0.7700963616371155,1.1301774978637695,0.57761150598526,17.9437198638916,94.34599304199219,164.42977905273438,26.180936813354492,89.12999725341797,164.8000030517578,27.680288314819336,215.28103637695312,0.5958123803138733,0.0,0.5792710781097412,3.6253957748413086,4.812768936157227,6.1597723960876465,4.211490154266357,3.2959487438201904,2.1057450771331787
